"AvgDownloadspeed","MinDownloadspeed","MaxDownloadspeed","Postcode","ShortPostcode","Town/City","County"
16.8,1.8,62.9,"TR13 9EL","TR13 9","HELSTON","CORNWALL"
34.3,0.4,61.6,"TR13 9EP","TR13 9","HELSTON","CORNWALL"
38.3,2.9,69.2,"TR13 9ER","TR13 9","HELSTON","CORNWALL"
31.2,3.3,57.4,"TR13 9ES","TR13 9","HELSTON","CORNWALL"
46.8,3.9,80,"TR13 9ET","TR13 9","HELSTON","CORNWALL"
21.2,2,80,"TR13 9EZ","TR13 9","HELSTON","CORNWALL"
3.1,1.6,6.1,"TR13 9FB","TR13 9","HELSTON","CORNWALL"
3.1,2.3,4.3,"TR13 9FD","TR13 9","HELSTON","CORNWALL"
2.8,1.8,3.5,"TR13 9FE","TR13 9","HELSTON","CORNWALL"
33,0.7,80,"TR13 9FG","TR13 9","HELSTON","CORNWALL"
28.3,1.4,66.9,"TR13 9GA","TR13 9","HELSTON","CORNWALL"
18.4,3.8,40,"TR13 9HB","TR13 9","HELSTON","CORNWALL"
4.8,1.7,7,"TR13 9HJ","TR13 9","HELSTON","CORNWALL"
13.5,4.4,37.9,"TR13 9HN","TR13 9","HELSTON","CORNWALL"
23.3,2.6,68.3,"TR13 9HU","TR13 9","HELSTON","CORNWALL"
12.5,1.4,35,"TR13 9HZ","TR13 9","HELSTON","CORNWALL"
3.7,1.5,4.9,"TR13 9JE","TR13 9","HELSTON","CORNWALL"
4.1,3.5,4.8,"TR13 9JJ","TR13 9","HELSTON","CORNWALL"
11,1.6,71.8,"TR13 9JQ","TR13 9","HELSTON","CORNWALL"
2.8,1.6,4,"TR13 9JR","TR13 9","HELSTON","CORNWALL"
3.5,1,8.1,"TR13 9JS","TR13 9","HELSTON","CORNWALL"
10.3,0.5,35.9,"TR13 9JU","TR13 9","HELSTON","CORNWALL"
10.5,2.3,55,"TR13 9LF","TR13 9","HELSTON","CORNWALL"
40.9,4.1,80,"TR13 9LH","TR13 9","HELSTON","CORNWALL"
39.5,1.3,65.4,"TR13 9LJ","TR13 9","HELSTON","CORNWALL"
19.8,2,62.2,"TR13 9LL","TR13 9","HELSTON","CORNWALL"
8.9,0.7,52.6,"TR13 9LN","TR13 9","HELSTON","CORNWALL"
11.9,3.1,80,"TR13 9LP","TR13 9","HELSTON","CORNWALL"
46.5,6.8,80,"TR13 9LQ","TR13 9","HELSTON","CORNWALL"
5.8,4,7,"TR13 9LR","TR13 9","HELSTON","CORNWALL"
9.2,2.7,40,"TR13 9LS","TR13 9","HELSTON","CORNWALL"
29.4,1,80,"TR13 9LU","TR13 9","HELSTON","CORNWALL"
14.2,2.2,21.2,"TR13 9LY","TR13 9","HELSTON","CORNWALL"
21.8,2.7,80,"TR13 9NA","TR13 9","HELSTON","CORNWALL"
11.5,0.7,52.1,"TR13 9NB","TR13 9","HELSTON","CORNWALL"
9,2.2,40,"TR13 9ND","TR13 9","HELSTON","CORNWALL"
23.6,1.9,40.7,"TR13 9NH","TR13 9","HELSTON","CORNWALL"
11.8,1.5,27,"TR13 9NL","TR13 9","HELSTON","CORNWALL"
15.6,1.4,34.1,"TR13 9NN","TR13 9","HELSTON","CORNWALL"
34.8,29.1,41.9,"TR13 9NP","TR13 9","HELSTON","CORNWALL"
39.5,1,68.5,"TR13 9NQ","TR13 9","HELSTON","CORNWALL"
42.1,19.3,60.6,"TR13 9NT","TR13 9","HELSTON","CORNWALL"
24.4,0.9,40,"TR13 9NW","TR13 9","HELSTON","CORNWALL"
32.2,20,39,"TR13 9NX","TR13 9","HELSTON","CORNWALL"
51.1,4.5,80,"TR13 9NZ","TR13 9","HELSTON","CORNWALL"
31.5,1,80,"TR13 9PB","TR13 9","HELSTON","CORNWALL"
1.8,0.5,3,"TR13 9PD","TR13 9","HELSTON","CORNWALL"
1.7,1,2.6,"TR13 9PE","TR13 9","HELSTON","CORNWALL"
2.4,1.1,3.8,"TR13 9PF","TR13 9","HELSTON","CORNWALL"
2.1,1.2,2.8,"TR13 9PG","TR13 9","HELSTON","CORNWALL"
2.8,2.5,3,"TR13 9PH","TR13 9","HELSTON","CORNWALL"
3.3,2.7,4.7,"TR13 9PJ","TR13 9","HELSTON","CORNWALL"
3.1,3.1,3.1,"TR13 9PQ","TR13 9","HELSTON","CORNWALL"
2.6,2.2,3.4,"TR13 9PX","TR13 9","HELSTON","CORNWALL"
6.1,0.4,21,"TR13 9PY","TR13 9","HELSTON","CORNWALL"
2.6,1.4,4.7,"TR13 9PZ","TR13 9","HELSTON","CORNWALL"
1.9,1.9,1.9,"TR13 9QL","TR13 9","HELSTON","CORNWALL"
31.8,2.3,62.8,"TR13 9QN","TR13 9","HELSTON","CORNWALL"
44.2,1.1,80,"TR13 9QP","TR13 9","HELSTON","CORNWALL"
37.1,1.4,68.8,"TR13 9QR","TR13 9","HELSTON","CORNWALL"
16,1.5,22.8,"TR13 9QU","TR13 9","HELSTON","CORNWALL"
30.7,0.8,47.4,"TR13 9QW","TR13 9","HELSTON","CORNWALL"
48.2,1.2,76.2,"TR13 9QY","TR13 9","HELSTON","CORNWALL"
35.5,4.2,69.7,"TR13 9RA","TR13 9","HELSTON","CORNWALL"
37.2,1.1,73.8,"TR13 9RB","TR13 9","HELSTON","CORNWALL"
44.5,1.5,80,"TR13 9RD","TR13 9","HELSTON","CORNWALL"
23,1.8,47.8,"TR13 9RE","TR13 9","HELSTON","CORNWALL"
56,0.4,80,"TR13 9RH","TR13 9","HELSTON","CORNWALL"
39.4,2.1,67.7,"TR13 9RJ","TR13 9","HELSTON","CORNWALL"
42.8,2.4,80,"TR13 9RL","TR13 9","HELSTON","CORNWALL"
32.4,7.3,71.7,"TR13 9RN","TR13 9","HELSTON","CORNWALL"
25.6,8.1,55,"TR13 9RR","TR13 9","HELSTON","CORNWALL"
42,8.1,80,"TR13 9RW","TR13 9","HELSTON","CORNWALL"
31.1,8.5,40,"TR13 9RX","TR13 9","HELSTON","CORNWALL"
30.3,9.6,42.2,"TR13 9RY","TR13 9","HELSTON","CORNWALL"
49.3,35,63.6,"TR13 9SB","TR13 9","HELSTON","CORNWALL"
13.5,3.1,64.2,"TR13 9SD","TR13 9","HELSTON","CORNWALL"
29.4,9.8,55,"TR13 9SG","TR13 9","HELSTON","CORNWALL"
27.9,7.7,55,"TR13 9SQ","TR13 9","HELSTON","CORNWALL"
26.4,5.2,74.7,"TR13 9SR","TR13 9","HELSTON","CORNWALL"
39.5,3.9,80,"TR13 9SS","TR13 9","HELSTON","CORNWALL"
33.8,6.8,76.4,"TR13 9ST","TR13 9","HELSTON","CORNWALL"
36.5,0.6,80,"TR13 9SY","TR13 9","HELSTON","CORNWALL"
17.3,0.3,53.9,"TR13 9SZ","TR13 9","HELSTON","CORNWALL"
5.1,1,12.7,"TR13 9TE","TR13 9","HELSTON","CORNWALL"
26.8,3.1,35.6,"TR13 9TN","TR13 9","HELSTON","CORNWALL"
18.6,2.2,55,"TR13 9TQ","TR13 9","HELSTON","CORNWALL"
17.9,2.9,30.3,"TR13 9TW","TR13 9","HELSTON","CORNWALL"
14,8.7,20.1,"TR13 9TY","TR13 9","HELSTON","CORNWALL"
2.7,1.4,4,"TR13 9UL","TR13 9","HELSTON","CORNWALL"
11.3,0.7,27.6,"TR13 9UQ","TR13 9","HELSTON","CORNWALL"
19.4,14.3,23.9,"TR1 3AB","TR1  3","TRURO","CORNWALL"
18.5,2.6,59.8,"TR1 3AE","TR1  3","TRURO","CORNWALL"
31.5,15.1,72.8,"TR1 3AF","TR1  3","TRURO","CORNWALL"
24,0.7,75.2,"TR1 3AJ","TR1  3","TRURO","CORNWALL"
13.8,1.3,73.1,"TR1 3AT","TR1  3","TRURO","CORNWALL"
28.8,17,76.6,"TR1 3BU","TR1  3","TRURO","CORNWALL"
41.4,14,80,"TR1 3BW","TR1  3","TRURO","CORNWALL"
23.5,4.6,66.9,"TR1 3BX","TR1  3","TRURO","CORNWALL"
25.2,20.8,40,"TR1 3BZ","TR1  3","TRURO","CORNWALL"
38.2,20.1,73.7,"TR1 3DA","TR1  3","TRURO","CORNWALL"
40.8,13.4,80,"TR1 3DB","TR1  3","TRURO","CORNWALL"
19.7,13.1,39.8,"TR1 3DE","TR1  3","TRURO","CORNWALL"
34.7,14.4,79.7,"TR1 3DG","TR1  3","TRURO","CORNWALL"
37.1,8.1,80,"TR1 3DJ","TR1  3","TRURO","CORNWALL"
27.3,0.3,79.9,"TR1 3DL","TR1  3","TRURO","CORNWALL"
34,13.4,63.3,"TR1 3DN","TR1  3","TRURO","CORNWALL"
22.6,18.9,24.3,"TR1 3DQ","TR1  3","TRURO","CORNWALL"
37.9,3.7,79.9,"TR1 3DR","TR1  3","TRURO","CORNWALL"
34.9,9.2,76.5,"TR1 3DT","TR1  3","TRURO","CORNWALL"
51.6,23.3,80,"TR1 3DU","TR1  3","TRURO","CORNWALL"
31.9,21.4,40,"TR1 3DW","TR1  3","TRURO","CORNWALL"
45.5,6.6,80,"TR1 3DX","TR1  3","TRURO","CORNWALL"
28.7,7.2,79.2,"TR1 3EE","TR1  3","TRURO","CORNWALL"
36.5,15,79.9,"TR1 3EJ","TR1  3","TRURO","CORNWALL"
21.3,10.3,40,"TR1 3EL","TR1  3","TRURO","CORNWALL"
36.9,13.5,79.9,"TR1 3EN","TR1  3","TRURO","CORNWALL"
46.7,17,80,"TR1 3EP","TR1  3","TRURO","CORNWALL"
31.2,14.3,79.9,"TR1 3ER","TR1  3","TRURO","CORNWALL"
30.8,7.5,79.6,"TR1 3ES","TR1  3","TRURO","CORNWALL"
27,6.1,71.9,"TR1 3ET","TR1  3","TRURO","CORNWALL"
19.2,9.2,39.8,"TR1 3EU","TR1  3","TRURO","CORNWALL"
25.9,7.7,78.8,"TR1 3EW","TR1  3","TRURO","CORNWALL"
20.8,13.3,40,"TR1 3EX","TR1  3","TRURO","CORNWALL"
4.4,2.2,6.1,"TR1 3FA","TR1  3","TRURO","CORNWALL"
14.2,1,76.6,"TR1 3FE","TR1  3","TRURO","CORNWALL"
12.5,1.7,80,"TR1 3FG","TR1  3","TRURO","CORNWALL"
10,3.1,70.3,"TR1 3FH","TR1  3","TRURO","CORNWALL"
13.9,11.7,17.1,"TR1 3FJ","TR1  3","TRURO","CORNWALL"
21.9,20.4,22.9,"TR1 3FL","TR1  3","TRURO","CORNWALL"
3.6,1.6,5.4,"TR1 3FN","TR1  3","TRURO","CORNWALL"
4.8,2.8,6,"TR1 3FP","TR1  3","TRURO","CORNWALL"
32.8,4.2,79.9,"TR1 3GE","TR1  3","TRURO","CORNWALL"
31,4.5,80,"TR1 3GF","TR1  3","TRURO","CORNWALL"
31.1,0.8,79.9,"TR1 3GH","TR1  3","TRURO","CORNWALL"
33.9,5.1,78.6,"TR1 3GJ","TR1  3","TRURO","CORNWALL"
28.3,4.4,77.7,"TR1 3GL","TR1  3","TRURO","CORNWALL"
21,12.6,33.4,"TR1 3HJ","TR1  3","TRURO","CORNWALL"
54,19,80,"TR1 3HL","TR1  3","TRURO","CORNWALL"
17.8,15.8,20.7,"TR1 3HN","TR1  3","TRURO","CORNWALL"
33.4,14.3,68.5,"TR1 3HP","TR1  3","TRURO","CORNWALL"
29.4,12.9,55,"TR1 3HR","TR1  3","TRURO","CORNWALL"
33.6,1.8,79.9,"TR1 3HS","TR1  3","TRURO","CORNWALL"
22.4,16.1,40,"TR1 3HT","TR1  3","TRURO","CORNWALL"
28,15.5,40,"TR1 3HU","TR1  3","TRURO","CORNWALL"
19.2,11,24,"TR1 3HW","TR1  3","TRURO","CORNWALL"
26.7,15.1,54.9,"TR1 3HZ","TR1  3","TRURO","CORNWALL"
39.6,39.2,40,"TR1 3JA","TR1  3","TRURO","CORNWALL"
27.5,2.4,78.1,"TR1 3JD","TR1  3","TRURO","CORNWALL"
20.4,2.2,36.6,"TR1 3JE","TR1  3","TRURO","CORNWALL"
27.8,14.9,62.5,"TR1 3JF","TR1  3","TRURO","CORNWALL"
24.8,8.1,64,"TR1 3JG","TR1  3","TRURO","CORNWALL"
25.7,10.8,55,"TR1 3JH","TR1  3","TRURO","CORNWALL"
33.1,3.2,79.9,"TR1 3JL","TR1  3","TRURO","CORNWALL"
30,3.8,79.9,"TR1 3JR","TR1  3","TRURO","CORNWALL"
41.1,3.1,80,"TR1 3JS","TR1  3","TRURO","CORNWALL"
38.7,4.1,75,"TR1 3JT","TR1  3","TRURO","CORNWALL"
41.1,5.1,78,"TR1 3JU","TR1  3","TRURO","CORNWALL"
14,5.8,39.8,"TR1 3JX","TR1  3","TRURO","CORNWALL"
52.7,9.9,79.9,"TR1 3JY","TR1  3","TRURO","CORNWALL"
36,4.6,79.6,"TR1 3JZ","TR1  3","TRURO","CORNWALL"
36,2,80,"TR1 3LA","TR1  3","TRURO","CORNWALL"
38.9,6.1,80,"TR1 3LD","TR1  3","TRURO","CORNWALL"
36.9,7.5,80,"TR1 3LE","TR1  3","TRURO","CORNWALL"
33.2,0.3,65.1,"TR1 3LF","TR1  3","TRURO","CORNWALL"
3.1,1,5.8,"TR1 3LP","TR1  3","TRURO","CORNWALL"
13.2,2.8,40,"TR1 3LU","TR1  3","TRURO","CORNWALL"
32.5,0.3,80,"TR1 3LX","TR1  3","TRURO","CORNWALL"
15.1,3.6,19.6,"TR1 3NA","TR1  3","TRURO","CORNWALL"
13,6.4,19.8,"TR1 3NB","TR1  3","TRURO","CORNWALL"
16.2,10,28.6,"TR1 3ND","TR1  3","TRURO","CORNWALL"
14.3,8.4,18.9,"TR1 3NE","TR1  3","TRURO","CORNWALL"
27.2,1.5,79.5,"TR1 3NG","TR1  3","TRURO","CORNWALL"
38.2,6.2,79.9,"TR1 3NJ","TR1  3","TRURO","CORNWALL"
19.7,5.3,40,"TR1 3NL","TR1  3","TRURO","CORNWALL"
38.2,3.6,80,"TR1 3NQ","TR1  3","TRURO","CORNWALL"
50.4,20.9,79.9,"TR1 3NS","TR1  3","TRURO","CORNWALL"
20.3,4.9,80,"TR1 3NT","TR1  3","TRURO","CORNWALL"
31.3,1.7,80,"TR1 3NU","TR1  3","TRURO","CORNWALL"
35.9,3.2,79.9,"TR1 3NX","TR1  3","TRURO","CORNWALL"
24.4,6.5,59.5,"TR1 3NY","TR1  3","TRURO","CORNWALL"
18.4,0.3,44,"TR1 3PD","TR1  3","TRURO","CORNWALL"
12.4,2.9,39.9,"TR1 3PE","TR1  3","TRURO","CORNWALL"
22.4,9.2,40,"TR1 3PF","TR1  3","TRURO","CORNWALL"
34.8,6.7,73.7,"TR1 3PG","TR1  3","TRURO","CORNWALL"
35.6,4.6,79.9,"TR1 3PH","TR1  3","TRURO","CORNWALL"
19.7,6,80,"TR1 3PP","TR1  3","TRURO","CORNWALL"
34,2.2,78.2,"TR1 3PQ","TR1  3","TRURO","CORNWALL"
33.5,8.5,76.3,"TR1 3PR","TR1  3","TRURO","CORNWALL"
29.9,2,79.9,"TR1 3PS","TR1  3","TRURO","CORNWALL"
41.4,6.1,80,"TR1 3PT","TR1  3","TRURO","CORNWALL"
16.9,7.1,40,"TR1 3PU","TR1  3","TRURO","CORNWALL"
45.6,5.6,80,"TR1 3PW","TR1  3","TRURO","CORNWALL"
39.9,39.8,40,"TR1 3PX","TR1  3","TRURO","CORNWALL"
14,2.8,40,"TR1 3PZ","TR1  3","TRURO","CORNWALL"
34.3,5.5,80,"TR1 3QA","TR1  3","TRURO","CORNWALL"
37.8,4.1,80,"TR1 3QE","TR1  3","TRURO","CORNWALL"
36.8,5.2,76.6,"TR1 3QL","TR1  3","TRURO","CORNWALL"
21.8,0.4,79.9,"TR1 3QP","TR1  3","TRURO","CORNWALL"
37.6,5.1,76.9,"TR1 3QQ","TR1  3","TRURO","CORNWALL"
48.4,6.4,80,"TR1 3QR","TR1  3","TRURO","CORNWALL"
24.2,5.4,40,"TR1 3QS","TR1  3","TRURO","CORNWALL"
22.9,5.8,79.9,"TR1 3QT","TR1  3","TRURO","CORNWALL"
15.8,2.6,39.8,"TR1 3QX","TR1  3","TRURO","CORNWALL"
24.4,3.5,57.2,"TR1 3QZ","TR1  3","TRURO","CORNWALL"
20.2,2.4,80,"TR1 3RA","TR1  3","TRURO","CORNWALL"
21.3,9.2,38.3,"TR1 3RB","TR1  3","TRURO","CORNWALL"
45.1,10.1,74.9,"TR1 3RE","TR1  3","TRURO","CORNWALL"
8.2,8.2,8.2,"TR1 3RG","TR1  3","TRURO","CORNWALL"
34.4,10.3,78.3,"TR1 3RH","TR1  3","TRURO","CORNWALL"
49.6,19.2,79.9,"TR1 3RP","TR1  3","TRURO","CORNWALL"
48,6.6,79.9,"TR1 3RQ","TR1  3","TRURO","CORNWALL"
13.1,0.9,28.8,"TR1 3RR","TR1  3","TRURO","CORNWALL"
22,4.1,40,"TR1 3RT","TR1  3","TRURO","CORNWALL"
15.6,8,22,"TR1 3RU","TR1  3","TRURO","CORNWALL"
20.4,8.2,46.5,"TR1 3RW","TR1  3","TRURO","CORNWALL"
3.9,1.3,14.1,"TR1 3RX","TR1  3","TRURO","CORNWALL"
33.5,6.4,80,"TR1 3RY","TR1  3","TRURO","CORNWALL"
30.5,4.5,80,"TR1 3RZ","TR1  3","TRURO","CORNWALL"
34.1,1.1,79.9,"TR1 3SA","TR1  3","TRURO","CORNWALL"
31.9,11.7,79.7,"TR1 3SB","TR1  3","TRURO","CORNWALL"
45.4,13.1,79.9,"TR1 3SE","TR1  3","TRURO","CORNWALL"
50,19.2,79.9,"TR1 3SH","TR1  3","TRURO","CORNWALL"
34.1,10.1,79.9,"TR1 3SN","TR1  3","TRURO","CORNWALL"
44.9,0.3,80,"TR1 3SQ","TR1  3","TRURO","CORNWALL"
15.7,8.2,32.3,"TR1 3SS","TR1  3","TRURO","CORNWALL"
25,4.4,52.6,"TR1 3ST","TR1  3","TRURO","CORNWALL"
47.6,1.5,79.9,"TR1 3SX","TR1  3","TRURO","CORNWALL"
50,9.2,79.9,"TR1 3SY","TR1  3","TRURO","CORNWALL"
43.6,11.3,80,"TR1 3TA","TR1  3","TRURO","CORNWALL"
38.5,12.7,79.9,"TR1 3TD","TR1  3","TRURO","CORNWALL"
45.6,15,79.8,"TR1 3TE","TR1  3","TRURO","CORNWALL"
42.3,15.8,78.1,"TR1 3TF","TR1  3","TRURO","CORNWALL"
21.9,9.2,59.9,"TR1 3TG","TR1  3","TRURO","CORNWALL"
29.2,7.8,69.8,"TR1 3TH","TR1  3","TRURO","CORNWALL"
46.3,15.7,78.9,"TR1 3TJ","TR1  3","TRURO","CORNWALL"
30.7,20.9,55,"TR1 3TL","TR1  3","TRURO","CORNWALL"
28.7,4.9,78.8,"TR1 3TN","TR1  3","TRURO","CORNWALL"
23.8,6.6,58.2,"TR1 3TP","TR1  3","TRURO","CORNWALL"
26,12.6,41.4,"TR1 3TQ","TR1  3","TRURO","CORNWALL"
57.6,39.8,73.7,"TR1 3TR","TR1  3","TRURO","CORNWALL"
28.7,17.5,80,"TR1 3TT","TR1  3","TRURO","CORNWALL"
35.9,4.6,80,"TR1 3TU","TR1  3","TRURO","CORNWALL"
32.6,11.7,76.6,"TR1 3TW","TR1  3","TRURO","CORNWALL"
18.3,10.7,40,"TR1 3TZ","TR1  3","TRURO","CORNWALL"
27.5,8.1,80,"TR1 3UA","TR1  3","TRURO","CORNWALL"
24.6,9.1,36.9,"TR1 3UE","TR1  3","TRURO","CORNWALL"
30.7,13.3,71.8,"TR1 3UF","TR1  3","TRURO","CORNWALL"
35.6,6.3,79,"TR1 3UL","TR1  3","TRURO","CORNWALL"
51.8,6,80,"TR1 3UN","TR1  3","TRURO","CORNWALL"
49.7,2,80,"TR1 3UU","TR1  3","TRURO","CORNWALL"
5.5,1.4,8.1,"TR1 3WJ","TR1  3","TRURO","CORNWALL"
4.5,2,14.7,"TR1 3WN","TR1  3","TRURO","CORNWALL"
8.9,1.7,53.9,"TR1 3WW","TR1  3","TRURO","CORNWALL"
35.8,6.7,76.2,"TR1 3XA","TR1  3","TRURO","CORNWALL"
37.9,4.8,80,"TR1 3XB","TR1  3","TRURO","CORNWALL"
7.7,1.2,55,"TR1 3XH","TR1  3","TRURO","CORNWALL"
4.4,0.5,23.4,"TR1 3XJ","TR1  3","TRURO","CORNWALL"
5.1,1,52.6,"TR1 3YA","TR1  3","TRURO","CORNWALL"
4.9,2.8,17.5,"TR1 3YB","TR1  3","TRURO","CORNWALL"
3.7,0.6,20.1,"TR1 3YJ","TR1  3","TRURO","CORNWALL"
15.5,1.2,79.9,"TR1 3YL","TR1  3","TRURO","CORNWALL"
31.6,13.4,79.9,"TR14 0AA","TR14 0","CAMBORNE","CORNWALL"
11.9,6.3,17.5,"TR14 0AH","TR14 0","CAMBORNE","CORNWALL"
11.2,9.2,14.9,"TR14 0AP","TR14 0","CAMBORNE","CORNWALL"
11.2,7.1,14.5,"TR14 0AS","TR14 0","CAMBORNE","CORNWALL"
9.1,6.6,10.4,"TR14 0AU","TR14 0","CAMBORNE","CORNWALL"
12.1,8,14.3,"TR14 0AZ","TR14 0","CAMBORNE","CORNWALL"
13.9,4.1,22.2,"TR14 0BH","TR14 0","CAMBORNE","CORNWALL"
6.7,4.4,9.6,"TR14 0BT","TR14 0","CAMBORNE","CORNWALL"
43.8,1.5,80,"TR14 0DB","TR14 0","CAMBORNE","CORNWALL"
32.2,0.8,79.9,"TR14 0DD","TR14 0","CAMBORNE","CORNWALL"
28,2.1,48.9,"TR14 0DE","TR14 0","CAMBORNE","CORNWALL"
40,40,40,"TR14 0DP","TR14 0","CAMBORNE","CORNWALL"
6.7,1.9,10.8,"TR14 0DS","TR14 0","CAMBORNE","CORNWALL"
14.1,3.4,17.9,"TR14 0DT","TR14 0","CAMBORNE","CORNWALL"
8.4,3.1,31.2,"TR14 0DU","TR14 0","CAMBORNE","CORNWALL"
4.2,0.5,17.7,"TR14 0DW","TR14 0","CAMBORNE","CORNWALL"
3.4,0.5,6.3,"TR14 0DX","TR14 0","CAMBORNE","CORNWALL"
14,4.5,18.4,"TR14 0DY","TR14 0","CAMBORNE","CORNWALL"
14.3,11.2,17.9,"TR14 0EF","TR14 0","CAMBORNE","CORNWALL"
28.4,2.5,61.3,"TR14 0EJ","TR14 0","CAMBORNE","CORNWALL"
43.8,3.1,79.9,"TR14 0EL","TR14 0","CAMBORNE","CORNWALL"
31.7,2.8,79.9,"TR14 0EN","TR14 0","CAMBORNE","CORNWALL"
40.6,4.9,67.4,"TR14 0ER","TR14 0","CAMBORNE","CORNWALL"
30.4,6.7,59,"TR14 0ES","TR14 0","CAMBORNE","CORNWALL"
56.7,3.8,80,"TR14 0ET","TR14 0","CAMBORNE","CORNWALL"
25.4,2.4,79.9,"TR14 0EU","TR14 0","CAMBORNE","CORNWALL"
43.1,0.3,80,"TR14 0EX","TR14 0","CAMBORNE","CORNWALL"
36.3,4.1,79.9,"TR14 0EY","TR14 0","CAMBORNE","CORNWALL"
33.3,1.6,79.8,"TR14 0EZ","TR14 0","CAMBORNE","CORNWALL"
48.1,24.2,80,"TR14 0FB","TR14 0","CAMBORNE","CORNWALL"
38.2,2.7,79.9,"TR14 0HB","TR14 0","CAMBORNE","CORNWALL"
32.9,3,79.9,"TR14 0HD","TR14 0","CAMBORNE","CORNWALL"
35.2,2,66.5,"TR14 0HF","TR14 0","CAMBORNE","CORNWALL"
28,3.7,80,"TR14 0HG","TR14 0","CAMBORNE","CORNWALL"
16.5,8.1,21.3,"TR14 0HH","TR14 0","CAMBORNE","CORNWALL"
36.8,1.9,79.9,"TR14 0HL","TR14 0","CAMBORNE","CORNWALL"
44.9,2.8,79.9,"TR14 0HP","TR14 0","CAMBORNE","CORNWALL"
16.8,11.3,23,"TR14 0HR","TR14 0","CAMBORNE","CORNWALL"
26.9,2.3,52.5,"TR14 0HT","TR14 0","CAMBORNE","CORNWALL"
42.7,2.4,80,"TR14 0HU","TR14 0","CAMBORNE","CORNWALL"
4.5,1.7,6.7,"TR14 0HW","TR14 0","CAMBORNE","CORNWALL"
10.5,6,14.3,"TR14 0JA","TR14 0","CAMBORNE","CORNWALL"
15.2,7.3,39.8,"TR14 0JB","TR14 0","CAMBORNE","CORNWALL"
8.8,1.5,20,"TR14 0JF","TR14 0","CAMBORNE","CORNWALL"
2.4,0.8,3.9,"TR14 0JG","TR14 0","CAMBORNE","CORNWALL"
7.3,1,16.1,"TR14 0JH","TR14 0","CAMBORNE","CORNWALL"
13.2,6.3,24.4,"TR14 0JR","TR14 0","CAMBORNE","CORNWALL"
29.2,8.1,76.3,"TR14 0JS","TR14 0","CAMBORNE","CORNWALL"
17,1.2,24.4,"TR14 0JT","TR14 0","CAMBORNE","CORNWALL"
21.5,2.7,42.5,"TR14 0JU","TR14 0","CAMBORNE","CORNWALL"
17.8,9.7,23.1,"TR14 0JW","TR14 0","CAMBORNE","CORNWALL"
19.3,7.6,24.4,"TR14 0JX","TR14 0","CAMBORNE","CORNWALL"
41.6,8.1,69,"TR14 0JY","TR14 0","CAMBORNE","CORNWALL"
28.7,20,59.9,"TR14 0LA","TR14 0","CAMBORNE","CORNWALL"
27.9,15,55.3,"TR14 0LB","TR14 0","CAMBORNE","CORNWALL"
54.1,3.7,79.9,"TR14 0LD","TR14 0","CAMBORNE","CORNWALL"
38.1,2.1,80,"TR14 0LE","TR14 0","CAMBORNE","CORNWALL"
29.3,10,79.9,"TR14 0LH","TR14 0","CAMBORNE","CORNWALL"
44.2,4.3,79.9,"TR14 0LJ","TR14 0","CAMBORNE","CORNWALL"
46.6,4.2,79.8,"TR14 0LL","TR14 0","CAMBORNE","CORNWALL"
41.3,1.7,74.2,"TR14 0LN","TR14 0","CAMBORNE","CORNWALL"
60.7,4.6,80,"TR14 0LT","TR14 0","CAMBORNE","CORNWALL"
31.4,0.5,61.8,"TR14 0LU","TR14 0","CAMBORNE","CORNWALL"
13.2,3.9,23.2,"TR14 0LW","TR14 0","CAMBORNE","CORNWALL"
48,2.2,79.7,"TR14 0LY","TR14 0","CAMBORNE","CORNWALL"
44.5,4.3,79.9,"TR14 0LZ","TR14 0","CAMBORNE","CORNWALL"
42.9,5.9,80,"TR14 0NA","TR14 0","CAMBORNE","CORNWALL"
53.1,5.2,79.9,"TR14 0NB","TR14 0","CAMBORNE","CORNWALL"
28.5,6.7,48.9,"TR14 0NH","TR14 0","CAMBORNE","CORNWALL"
12.6,3.3,25.9,"TR14 0NL","TR14 0","CAMBORNE","CORNWALL"
12.1,3.9,55,"TR14 0NP","TR14 0","CAMBORNE","CORNWALL"
7.5,0.4,49.9,"TR14 0NU","TR14 0","CAMBORNE","CORNWALL"
22.4,2.9,79.9,"TR14 0NW","TR14 0","CAMBORNE","CORNWALL"
43.8,22.3,54.9,"TR14 0PR","TR14 0","CAMBORNE","CORNWALL"
19.4,9.7,34.8,"TR14 0PT","TR14 0","CAMBORNE","CORNWALL"
19,6.7,42.9,"TR14 0PU","TR14 0","CAMBORNE","CORNWALL"
11.1,1.2,40,"TR14 0QE","TR14 0","CAMBORNE","CORNWALL"
11.1,5.1,79.9,"TR14 0QF","TR14 0","CAMBORNE","CORNWALL"
7.9,4.9,14.3,"TR14 0QG","TR14 0","CAMBORNE","CORNWALL"
10.5,3.3,40,"TR14 0QH","TR14 0","CAMBORNE","CORNWALL"
44.3,2.9,80,"TR14 0QP","TR14 0","CAMBORNE","CORNWALL"
37.7,0.4,80,"TR14 0QR","TR14 0","CAMBORNE","CORNWALL"
41.8,4.1,79.7,"TR14 0QS","TR14 0","CAMBORNE","CORNWALL"
42.9,5.2,79.9,"TR14 0QZ","TR14 0","CAMBORNE","CORNWALL"
31.6,3.6,79.9,"TR14 0RA","TR14 0","CAMBORNE","CORNWALL"
26.9,4.1,79.9,"TR14 0RB","TR14 0","CAMBORNE","CORNWALL"
