"AvgDownloadspeed","MinDownloadspeed","MaxDownloadspeed","Postcode","ShortPostcode","Town/City","County"
29.7,7.1,75.1,"BS3 5ND","BS3  5","BRISTOL","CITY OF BRISTOL"
75.2,7.8,200,"BS3 5NG","BS3  5","BRISTOL","CITY OF BRISTOL"
77.4,13.8,200,"BS3 5NJ","BS3  5","BRISTOL","CITY OF BRISTOL"
62.9,2.6,150,"BS3 5NL","BS3  5","BRISTOL","CITY OF BRISTOL"
70.1,3.1,200,"BS3 5NN","BS3  5","BRISTOL","CITY OF BRISTOL"
71.1,7.1,200,"BS3 5NP","BS3  5","BRISTOL","CITY OF BRISTOL"
70.4,6.6,200,"BS3 5NQ","BS3  5","BRISTOL","CITY OF BRISTOL"
67.4,5.9,200,"BS3 5NS","BS3  5","BRISTOL","CITY OF BRISTOL"
56.2,12.2,200,"BS3 5NT","BS3  5","BRISTOL","CITY OF BRISTOL"
78.5,14.3,200,"BS3 5NU","BS3  5","BRISTOL","CITY OF BRISTOL"
73.3,10.2,200,"BS3 5NW","BS3  5","BRISTOL","CITY OF BRISTOL"
102,7.2,200,"BS3 5NX","BS3  5","BRISTOL","CITY OF BRISTOL"
110.9,16.8,200,"BS3 5NY","BS3  5","BRISTOL","CITY OF BRISTOL"
84.6,15.8,200,"BS3 5NZ","BS3  5","BRISTOL","CITY OF BRISTOL"
95.1,8.7,200,"BS3 5PB","BS3  5","BRISTOL","CITY OF BRISTOL"
75.8,8.1,200,"BS3 5PD","BS3  5","BRISTOL","CITY OF BRISTOL"
78.2,17.6,200,"BS3 5PE","BS3  5","BRISTOL","CITY OF BRISTOL"
93.6,13.9,200,"BS3 5PF","BS3  5","BRISTOL","CITY OF BRISTOL"
85.4,7.6,200,"BS3 5PN","BS3  5","BRISTOL","CITY OF BRISTOL"
82.1,7.4,200,"BS3 5PP","BS3  5","BRISTOL","CITY OF BRISTOL"
82.3,6.6,200,"BS3 5PR","BS3  5","BRISTOL","CITY OF BRISTOL"
66.8,11.3,200,"BS3 5PS","BS3  5","BRISTOL","CITY OF BRISTOL"
78.2,13.7,200,"BS3 5PT","BS3  5","BRISTOL","CITY OF BRISTOL"
69.1,10.9,150,"BS3 5PU","BS3  5","BRISTOL","CITY OF BRISTOL"
87.9,9.9,200,"BS3 5PW","BS3  5","BRISTOL","CITY OF BRISTOL"
14,0.4,53,"BS3 5QE","BS3  5","BRISTOL","CITY OF BRISTOL"
73.2,19.7,150,"BS3 5QG","BS3  5","BRISTOL","CITY OF BRISTOL"
36.8,5.1,150,"BS3 5QH","BS3  5","BRISTOL","CITY OF BRISTOL"
66.7,14.3,152,"BS3 5QJ","BS3  5","BRISTOL","CITY OF BRISTOL"
88.6,9.2,200,"BS3 5QL","BS3  5","BRISTOL","CITY OF BRISTOL"
64.1,7.1,200,"BS3 5QN","BS3  5","BRISTOL","CITY OF BRISTOL"
50.6,4.3,100,"BS3 5QP","BS3  5","BRISTOL","CITY OF BRISTOL"
78.3,9.2,200,"BS3 5QQ","BS3  5","BRISTOL","CITY OF BRISTOL"
72.6,2,200,"BS3 5QR","BS3  5","BRISTOL","CITY OF BRISTOL"
95.6,7.3,300,"BS3 5QS","BS3  5","BRISTOL","CITY OF BRISTOL"
70,12.3,200,"BS3 5QT","BS3  5","BRISTOL","CITY OF BRISTOL"
62.7,7.2,200,"BS3 5QU","BS3  5","BRISTOL","CITY OF BRISTOL"
20.1,8.4,79.4,"BS3 5QY","BS3  5","BRISTOL","CITY OF BRISTOL"
97.7,9,200,"BS3 5RE","BS3  5","BRISTOL","CITY OF BRISTOL"
66.7,16.4,200,"BS3 5RG","BS3  5","BRISTOL","CITY OF BRISTOL"
39.5,2.3,200,"BS3 5RJ","BS3  5","BRISTOL","CITY OF BRISTOL"
29.8,6.7,80,"BS3 5RN","BS3  5","BRISTOL","CITY OF BRISTOL"
71.3,16,200,"BS3 5RQ","BS3  5","BRISTOL","CITY OF BRISTOL"
38.3,14.3,72.3,"BS3 5RU","BS3  5","BRISTOL","CITY OF BRISTOL"
87.5,2.9,200,"BS4 1AA","BS4  1","BRISTOL","CITY OF BRISTOL"
75.5,4.4,200,"BS4 1AB","BS4  1","BRISTOL","CITY OF BRISTOL"
59.6,5.9,200,"BS4 1AD","BS4  1","BRISTOL","CITY OF BRISTOL"
74.9,4.2,200,"BS4 1AE","BS4  1","BRISTOL","CITY OF BRISTOL"
65.7,1.8,106.3,"BS4 1AG","BS4  1","BRISTOL","CITY OF BRISTOL"
67.8,5.4,200,"BS4 1AH","BS4  1","BRISTOL","CITY OF BRISTOL"
64.2,4.5,200,"BS4 1AJ","BS4  1","BRISTOL","CITY OF BRISTOL"
94,4.8,200,"BS4 1AL","BS4  1","BRISTOL","CITY OF BRISTOL"
99.4,7.2,200,"BS4 1AN","BS4  1","BRISTOL","CITY OF BRISTOL"
73,11.2,200,"BS4 1AP","BS4  1","BRISTOL","CITY OF BRISTOL"
68.6,3.7,200,"BS4 1AQ","BS4  1","BRISTOL","CITY OF BRISTOL"
17.2,4.1,55.9,"BS4 1AS","BS4  1","BRISTOL","CITY OF BRISTOL"
39.6,5.1,73.6,"BS4 1AT","BS4  1","BRISTOL","CITY OF BRISTOL"
63.6,40,80,"BS4 1AU","BS4  1","BRISTOL","CITY OF BRISTOL"
79,0.3,200,"BS4 1AW","BS4  1","BRISTOL","CITY OF BRISTOL"
62.5,8.1,150,"BS4 1AZ","BS4  1","BRISTOL","CITY OF BRISTOL"
77.7,5,200,"BS4 1BA","BS4  1","BRISTOL","CITY OF BRISTOL"
67,5.4,200,"BS4 1BB","BS4  1","BRISTOL","CITY OF BRISTOL"
71.9,5.1,200,"BS4 1BD","BS4  1","BRISTOL","CITY OF BRISTOL"
87.8,5.8,200,"BS4 1BE","BS4  1","BRISTOL","CITY OF BRISTOL"
101.5,12,200,"BS4 1BL","BS4  1","BRISTOL","CITY OF BRISTOL"
76.6,8.4,200,"BS4 1BN","BS4  1","BRISTOL","CITY OF BRISTOL"
89.3,6.9,200,"BS4 1BP","BS4  1","BRISTOL","CITY OF BRISTOL"
75.4,5,200,"BS4 1BQ","BS4  1","BRISTOL","CITY OF BRISTOL"
55.9,1.4,200,"BS4 1BS","BS4  1","BRISTOL","CITY OF BRISTOL"
56.9,4.7,200,"BS4 1BT","BS4  1","BRISTOL","CITY OF BRISTOL"
50.5,4.4,200,"BS4 1BU","BS4  1","BRISTOL","CITY OF BRISTOL"
61.7,6.1,200,"BS4 1BW","BS4  1","BRISTOL","CITY OF BRISTOL"
104.6,3.1,200,"BS4 1BY","BS4  1","BRISTOL","CITY OF BRISTOL"
59.2,5.6,200,"BS4 1BZ","BS4  1","BRISTOL","CITY OF BRISTOL"
56.1,1.5,200,"BS4 1DD","BS4  1","BRISTOL","CITY OF BRISTOL"
66.4,9.2,200,"BS4 1DH","BS4  1","BRISTOL","CITY OF BRISTOL"
92.8,5.4,200,"BS4 1DJ","BS4  1","BRISTOL","CITY OF BRISTOL"
48.9,5.4,150,"BS4 1DL","BS4  1","BRISTOL","CITY OF BRISTOL"
59.6,4.6,200,"BS4 1DN","BS4  1","BRISTOL","CITY OF BRISTOL"
75,3.1,200,"BS4 1DP","BS4  1","BRISTOL","CITY OF BRISTOL"
84.2,8.4,200,"BS4 1DQ","BS4  1","BRISTOL","CITY OF BRISTOL"
65.4,8.4,200,"BS4 1DR","BS4  1","BRISTOL","CITY OF BRISTOL"
51.9,2.8,200,"BS4 1DS","BS4  1","BRISTOL","CITY OF BRISTOL"
100.7,1,200,"BS4 1DU","BS4  1","BRISTOL","CITY OF BRISTOL"
62.5,7.5,200,"BS4 1DW","BS4  1","BRISTOL","CITY OF BRISTOL"
69.2,3,200,"BS4 1DX","BS4  1","BRISTOL","CITY OF BRISTOL"
70.9,6.4,200,"BS4 1DY","BS4  1","BRISTOL","CITY OF BRISTOL"
82.2,8.3,200,"BS4 1EA","BS4  1","BRISTOL","CITY OF BRISTOL"
53.3,6.2,200,"BS4 1EB","BS4  1","BRISTOL","CITY OF BRISTOL"
74.3,4.1,200,"BS4 1ED","BS4  1","BRISTOL","CITY OF BRISTOL"
87,3.2,200,"BS4 1EE","BS4  1","BRISTOL","CITY OF BRISTOL"
67.2,5,200,"BS4 1EJ","BS4  1","BRISTOL","CITY OF BRISTOL"
67.1,4.1,200,"BS4 1EL","BS4  1","BRISTOL","CITY OF BRISTOL"
68.5,7.5,200,"BS4 1EP","BS4  1","BRISTOL","CITY OF BRISTOL"
48.3,4.2,200,"BS4 1EQ","BS4  1","BRISTOL","CITY OF BRISTOL"
26.6,5.5,40,"BS4 1EU","BS4  1","BRISTOL","CITY OF BRISTOL"
10,2.5,38.5,"BS4 1EW","BS4  1","BRISTOL","CITY OF BRISTOL"
53.4,4.5,100,"BS4 1EZ","BS4  1","BRISTOL","CITY OF BRISTOL"
65.8,4.5,200,"BS4 1HA","BS4  1","BRISTOL","CITY OF BRISTOL"
92.6,2.8,200,"BS4 1HE","BS4  1","BRISTOL","CITY OF BRISTOL"
64.8,0.6,106.3,"BS4 1HG","BS4  1","BRISTOL","CITY OF BRISTOL"
89.8,5.1,200,"BS4 1HH","BS4  1","BRISTOL","CITY OF BRISTOL"
100.9,3.4,200,"BS4 1HJ","BS4  1","BRISTOL","CITY OF BRISTOL"
91.7,3.3,200,"BS4 1HL","BS4  1","BRISTOL","CITY OF BRISTOL"
73.4,3.3,200,"BS4 1HP","BS4  1","BRISTOL","CITY OF BRISTOL"
74.6,2.3,200,"BS4 1HQ","BS4  1","BRISTOL","CITY OF BRISTOL"
53.5,5.1,200,"BS4 1HR","BS4  1","BRISTOL","CITY OF BRISTOL"
99.8,4.1,200,"BS4 1HS","BS4  1","BRISTOL","CITY OF BRISTOL"
76.2,4.1,200,"BS4 1HT","BS4  1","BRISTOL","CITY OF BRISTOL"
70.6,1.3,200,"BS4 1HU","BS4  1","BRISTOL","CITY OF BRISTOL"
79.4,5,200,"BS4 1HX","BS4  1","BRISTOL","CITY OF BRISTOL"
63.4,4.5,200,"BS4 1HY","BS4  1","BRISTOL","CITY OF BRISTOL"
59.6,4.1,200,"BS4 1HZ","BS4  1","BRISTOL","CITY OF BRISTOL"
92.8,6.1,200,"BS4 1JG","BS4  1","BRISTOL","CITY OF BRISTOL"
75.1,6.1,200,"BS4 1JJ","BS4  1","BRISTOL","CITY OF BRISTOL"
80.5,1.5,200,"BS4 1JP","BS4  1","BRISTOL","CITY OF BRISTOL"
82.4,3.1,200,"BS4 1JR","BS4  1","BRISTOL","CITY OF BRISTOL"
73.1,2,200,"BS4 1JT","BS4  1","BRISTOL","CITY OF BRISTOL"
71.7,5.3,200,"BS4 1JU","BS4  1","BRISTOL","CITY OF BRISTOL"
67.2,6.7,200,"BS4 1JW","BS4  1","BRISTOL","CITY OF BRISTOL"
43.9,5.1,106.3,"BS4 1JX","BS4  1","BRISTOL","CITY OF BRISTOL"
70.2,6,200,"BS4 1JY","BS4  1","BRISTOL","CITY OF BRISTOL"
64.7,4.1,200,"BS4 1JZ","BS4  1","BRISTOL","CITY OF BRISTOL"
63.7,6.5,200,"BS4 1LA","BS4  1","BRISTOL","CITY OF BRISTOL"
97.1,6.5,200,"BS4 1LB","BS4  1","BRISTOL","CITY OF BRISTOL"
77.3,6.1,200,"BS4 1LD","BS4  1","BRISTOL","CITY OF BRISTOL"
77.1,2.3,200,"BS4 1LE","BS4  1","BRISTOL","CITY OF BRISTOL"
69.2,6.1,200,"BS4 1LF","BS4  1","BRISTOL","CITY OF BRISTOL"
57.8,5.1,150,"BS4 1LH","BS4  1","BRISTOL","CITY OF BRISTOL"
42.1,4.9,100,"BS4 1LQ","BS4  1","BRISTOL","CITY OF BRISTOL"
61.6,4.1,200,"BS4 1LT","BS4  1","BRISTOL","CITY OF BRISTOL"
72.2,6.7,200,"BS4 1LX","BS4  1","BRISTOL","CITY OF BRISTOL"
65.1,6.6,200,"BS4 1LY","BS4  1","BRISTOL","CITY OF BRISTOL"
31.8,2.3,100,"BS4 1LZ","BS4  1","BRISTOL","CITY OF BRISTOL"
95.7,4.3,200,"BS4 1NA","BS4  1","BRISTOL","CITY OF BRISTOL"
67.4,5.3,106.3,"BS4 1NB","BS4  1","BRISTOL","CITY OF BRISTOL"
66.2,40,100,"BS4 1ND","BS4  1","BRISTOL","CITY OF BRISTOL"
82.6,4,200,"BS4 1NE","BS4  1","BRISTOL","CITY OF BRISTOL"
84.2,3.8,200,"BS4 1NF","BS4  1","BRISTOL","CITY OF BRISTOL"
77.8,8,300,"BS4 1NG","BS4  1","BRISTOL","CITY OF BRISTOL"
102,2.8,200,"BS4 1NH","BS4  1","BRISTOL","CITY OF BRISTOL"
89.5,2.7,200,"BS4 1NJ","BS4  1","BRISTOL","CITY OF BRISTOL"
72.3,3.6,200,"BS4 1NL","BS4  1","BRISTOL","CITY OF BRISTOL"
86.7,7.2,200,"BS4 1NN","BS4  1","BRISTOL","CITY OF BRISTOL"
43,5.5,106.3,"BS4 1NP","BS4  1","BRISTOL","CITY OF BRISTOL"
72.1,6.7,200,"BS4 1NQ","BS4  1","BRISTOL","CITY OF BRISTOL"
66.3,6.7,200,"BS4 1NW","BS4  1","BRISTOL","CITY OF BRISTOL"
101.6,1.5,200,"BS4 1PA","BS4  1","BRISTOL","CITY OF BRISTOL"
78.9,2.9,200,"BS4 1PB","BS4  1","BRISTOL","CITY OF BRISTOL"
69.1,2.8,200,"BS4 1PE","BS4  1","BRISTOL","CITY OF BRISTOL"
53.6,3.8,152,"BS4 1PF","BS4  1","BRISTOL","CITY OF BRISTOL"
79.5,6.9,200,"BS4 1PG","BS4  1","BRISTOL","CITY OF BRISTOL"
113.1,9.2,200,"BS4 1PH","BS4  1","BRISTOL","CITY OF BRISTOL"
80.8,3.9,200,"BS4 1PJ","BS4  1","BRISTOL","CITY OF BRISTOL"
80.2,2.7,200,"BS4 1PL","BS4  1","BRISTOL","CITY OF BRISTOL"
72.8,5.7,200,"BS4 1PN","BS4  1","BRISTOL","CITY OF BRISTOL"
70.7,4.6,200,"BS4 1PP","BS4  1","BRISTOL","CITY OF BRISTOL"
86.1,5.9,200,"BS4 1PQ","BS4  1","BRISTOL","CITY OF BRISTOL"
112.9,6.4,200,"BS4 1PR","BS4  1","BRISTOL","CITY OF BRISTOL"
85.7,1,200,"BS4 1PS","BS4  1","BRISTOL","CITY OF BRISTOL"
125.6,4.1,200,"BS4 1PT","BS4  1","BRISTOL","CITY OF BRISTOL"
93.7,7.8,200,"BS4 1PU","BS4  1","BRISTOL","CITY OF BRISTOL"
63.3,5.1,200,"BS4 1PY","BS4  1","BRISTOL","CITY OF BRISTOL"
92.8,8.1,200,"BS4 1PZ","BS4  1","BRISTOL","CITY OF BRISTOL"
113.7,36.3,300,"BS4 1QA","BS4  1","BRISTOL","CITY OF BRISTOL"
73.5,7.4,200,"BS4 1QE","BS4  1","BRISTOL","CITY OF BRISTOL"
64.4,16.5,200,"BS4 1QN","BS4  1","BRISTOL","CITY OF BRISTOL"
77.4,4.1,200,"BS4 1QP","BS4  1","BRISTOL","CITY OF BRISTOL"
87.9,0.5,200,"BS4 1QR","BS4  1","BRISTOL","CITY OF BRISTOL"
91.7,2.5,200,"BS4 1QT","BS4  1","BRISTOL","CITY OF BRISTOL"
117.5,7.9,200,"BS4 1QX","BS4  1","BRISTOL","CITY OF BRISTOL"
89.1,7.7,200,"BS4 1QY","BS4  1","BRISTOL","CITY OF BRISTOL"
59.9,11.6,150,"BS4 1QZ","BS4  1","BRISTOL","CITY OF BRISTOL"
65.4,4.8,200,"BS4 1RB","BS4  1","BRISTOL","CITY OF BRISTOL"
71.6,5.2,200,"BS4 1RD","BS4  1","BRISTOL","CITY OF BRISTOL"
90.7,4.9,200,"BS4 1RE","BS4  1","BRISTOL","CITY OF BRISTOL"
74.2,6,200,"BS4 1RF","BS4  1","BRISTOL","CITY OF BRISTOL"
63,8.2,200,"BS4 1RG","BS4  1","BRISTOL","CITY OF BRISTOL"
69.8,9.2,200,"BS4 1RH","BS4  1","BRISTOL","CITY OF BRISTOL"
78.6,6.3,200,"BS4 1RJ","BS4  1","BRISTOL","CITY OF BRISTOL"
90.8,8.7,200,"BS4 1RL","BS4  1","BRISTOL","CITY OF BRISTOL"
60.6,4.3,200,"BS4 1RN","BS4  1","BRISTOL","CITY OF BRISTOL"
71.3,7.6,200,"BS4 1RW","BS4  1","BRISTOL","CITY OF BRISTOL"
74.1,6.7,200,"BS4 1RX","BS4  1","BRISTOL","CITY OF BRISTOL"
103.3,8.1,200,"BS4 1RY","BS4  1","BRISTOL","CITY OF BRISTOL"
61.6,6.5,200,"BS4 1RZ","BS4  1","BRISTOL","CITY OF BRISTOL"
103.6,40,200,"BS4 1SA","BS4  1","BRISTOL","CITY OF BRISTOL"
85.5,3.6,200,"BS4 1SB","BS4  1","BRISTOL","CITY OF BRISTOL"
82.8,3.1,200,"BS4 1SD","BS4  1","BRISTOL","CITY OF BRISTOL"
141.2,50,300,"BS4 1SE","BS4  1","BRISTOL","CITY OF BRISTOL"
70.4,4.1,200,"BS4 1SG","BS4  1","BRISTOL","CITY OF BRISTOL"
97,3.6,200,"BS4 1SH","BS4  1","BRISTOL","CITY OF BRISTOL"
68.1,4.3,200,"BS4 1SJ","BS4  1","BRISTOL","CITY OF BRISTOL"
85.3,7.2,200,"BS4 1SL","BS4  1","BRISTOL","CITY OF BRISTOL"
87.1,4.8,200,"BS4 1SN","BS4  1","BRISTOL","CITY OF BRISTOL"
58.8,6.1,200,"BS4 1SQ","BS4  1","BRISTOL","CITY OF BRISTOL"
90.1,5.8,200,"BS4 1SS","BS4  1","BRISTOL","CITY OF BRISTOL"
66,5.1,200,"BS4 1ST","BS4  1","BRISTOL","CITY OF BRISTOL"
87.4,5.7,200,"BS4 1SU","BS4  1","BRISTOL","CITY OF BRISTOL"
65.6,5.5,150,"BS4 1SW","BS4  1","BRISTOL","CITY OF BRISTOL"
58.3,3,150,"BS4 1SX","BS4  1","BRISTOL","CITY OF BRISTOL"
91.8,2.3,200,"BS4 1SY","BS4  1","BRISTOL","CITY OF BRISTOL"
85.9,1,200,"BS4 1SZ","BS4  1","BRISTOL","CITY OF BRISTOL"
78.9,3.4,200,"BS4 1TB","BS4  1","BRISTOL","CITY OF BRISTOL"
97.5,4.2,200,"BS4 1TG","BS4  1","BRISTOL","CITY OF BRISTOL"
66.8,12.8,200,"BS4 1TJ","BS4  1","BRISTOL","CITY OF BRISTOL"
57,7.7,100,"BS4 1TL","BS4  1","BRISTOL","CITY OF BRISTOL"
65.6,12.3,200,"BS4 1TN","BS4  1","BRISTOL","CITY OF BRISTOL"
62.7,10.7,200,"BS4 1TP","BS4  1","BRISTOL","CITY OF BRISTOL"
70.3,9.1,106.3,"BS4 1TQ","BS4  1","BRISTOL","CITY OF BRISTOL"
46.8,9.8,100,"BS4 1TW","BS4  1","BRISTOL","CITY OF BRISTOL"
87.8,3,200,"BS4 1TZ","BS4  1","BRISTOL","CITY OF BRISTOL"
72.5,3.1,200,"BS4 1UD","BS4  1","BRISTOL","CITY OF BRISTOL"
77,3.9,200,"BS4 1UE","BS4  1","BRISTOL","CITY OF BRISTOL"
84.9,4,200,"BS4 1UF","BS4  1","BRISTOL","CITY OF BRISTOL"
79.7,4.5,200,"BS4 1UG","BS4  1","BRISTOL","CITY OF BRISTOL"
76,5.1,200,"BS4 1UH","BS4  1","BRISTOL","CITY OF BRISTOL"
73.3,6.3,200,"BS4 1XA","BS4  1","BRISTOL","CITY OF BRISTOL"
71.5,8.2,200,"BS4 1XB","BS4  1","BRISTOL","CITY OF BRISTOL"
81.2,10.2,200,"BS4 1XG","BS4  1","BRISTOL","CITY OF BRISTOL"
99.8,19.5,200,"BS4 1XH","BS4  1","BRISTOL","CITY OF BRISTOL"
62.5,0.3,200,"BS4 1XQ","BS4  1","BRISTOL","CITY OF BRISTOL"
85.6,7.2,200,"BS4 1XR","BS4  1","BRISTOL","CITY OF BRISTOL"
53.9,3,200,"BS4 1XT","BS4  1","BRISTOL","CITY OF BRISTOL"
51.4,4,200,"BS4 1XW","BS4  1","BRISTOL","CITY OF BRISTOL"
49.5,13.6,80,"BS4 2AB","BS4  2","BRISTOL","CITY OF BRISTOL"
31.3,5.5,80,"BS4 2AD","BS4  2","BRISTOL","CITY OF BRISTOL"
81.5,12.1,200,"BS4 2AG","BS4  2","BRISTOL","CITY OF BRISTOL"
30.4,6.2,106.3,"BS4 2AL","BS4  2","BRISTOL","CITY OF BRISTOL"
106.3,106.3,106.3,"BS4 2AP","BS4  2","BRISTOL","CITY OF BRISTOL"
66.7,11.7,200,"BS4 2AX","BS4  2","BRISTOL","CITY OF BRISTOL"
73.3,16,200,"BS4 2BG","BS4  2","BRISTOL","CITY OF BRISTOL"
71.9,10.8,200,"BS4 2BH","BS4  2","BRISTOL","CITY OF BRISTOL"
70.2,15,200,"BS4 2BJ","BS4  2","BRISTOL","CITY OF BRISTOL"
81.4,8.1,200,"BS4 2BL","BS4  2","BRISTOL","CITY OF BRISTOL"
78.1,12.3,200,"BS4 2BQ","BS4  2","BRISTOL","CITY OF BRISTOL"
40,40,40,"BS4 2BS","BS4  2","BRISTOL","CITY OF BRISTOL"
68.7,14.3,200,"BS4 2BT","BS4  2","BRISTOL","CITY OF BRISTOL"
82.9,4.8,200,"BS4 2BU","BS4  2","BRISTOL","CITY OF BRISTOL"
81.6,2.2,200,"BS4 2BX","BS4  2","BRISTOL","CITY OF BRISTOL"
64.5,2.8,200,"BS4 2BY","BS4  2","BRISTOL","CITY OF BRISTOL"
73.5,14,200,"BS4 2BZ","BS4  2","BRISTOL","CITY OF BRISTOL"
91.3,14.8,200,"BS4 2DA","BS4  2","BRISTOL","CITY OF BRISTOL"
63.8,5.3,200,"BS4 2DB","BS4  2","BRISTOL","CITY OF BRISTOL"
67.6,9.8,200,"BS4 2DD","BS4  2","BRISTOL","CITY OF BRISTOL"
76.7,12.3,200,"BS4 2DE","BS4  2","BRISTOL","CITY OF BRISTOL"
60.7,19.1,200,"BS4 2DF","BS4  2","BRISTOL","CITY OF BRISTOL"
71.8,12.3,200,"BS4 2DL","BS4  2","BRISTOL","CITY OF BRISTOL"
53.7,3,200,"BS4 2DN","BS4  2","BRISTOL","CITY OF BRISTOL"
68.9,8.2,200,"BS4 2DP","BS4  2","BRISTOL","CITY OF BRISTOL"
23.8,8.5,59.8,"BS4 2DQ","BS4  2","BRISTOL","CITY OF BRISTOL"
81.2,12.3,200,"BS4 2DR","BS4  2","BRISTOL","CITY OF BRISTOL"
70.4,6.9,200,"BS4 2DS","BS4  2","BRISTOL","CITY OF BRISTOL"
80.9,6.6,200,"BS4 2DT","BS4  2","BRISTOL","CITY OF BRISTOL"
69.3,13.3,200,"BS4 2DU","BS4  2","BRISTOL","CITY OF BRISTOL"
85.2,16.6,200,"BS4 2DW","BS4  2","BRISTOL","CITY OF BRISTOL"
74.8,1.7,200,"BS4 2DX","BS4  2","BRISTOL","CITY OF BRISTOL"
77.5,15.8,150,"BS4 2DY","BS4  2","BRISTOL","CITY OF BRISTOL"
97.4,19.8,200,"BS4 2DZ","BS4  2","BRISTOL","CITY OF BRISTOL"
68.7,14.7,200,"BS4 2EB","BS4  2","BRISTOL","CITY OF BRISTOL"
57.7,15.8,106.3,"BS4 2ED","BS4  2","BRISTOL","CITY OF BRISTOL"
79,16.3,200,"BS4 2EE","BS4  2","BRISTOL","CITY OF BRISTOL"
62,14.3,200,"BS4 2EG","BS4  2","BRISTOL","CITY OF BRISTOL"
67.5,15.4,200,"BS4 2EP","BS4  2","BRISTOL","CITY OF BRISTOL"
88.7,13.2,200,"BS4 2EQ","BS4  2","BRISTOL","CITY OF BRISTOL"
61.2,7,150,"BS4 2ES","BS4  2","BRISTOL","CITY OF BRISTOL"
86.3,6.7,200,"BS4 2EU","BS4  2","BRISTOL","CITY OF BRISTOL"
81.3,10.4,200,"BS4 2EX","BS4  2","BRISTOL","CITY OF BRISTOL"
97.4,12.3,300,"BS4 2EY","BS4  2","BRISTOL","CITY OF BRISTOL"
65.3,5.4,200,"BS4 2EZ","BS4  2","BRISTOL","CITY OF BRISTOL"
84.2,8.1,200,"BS4 2HA","BS4  2","BRISTOL","CITY OF BRISTOL"
75.2,11.2,200,"BS4 2HB","BS4  2","BRISTOL","CITY OF BRISTOL"
64.8,16.6,300,"BS4 2HD","BS4  2","BRISTOL","CITY OF BRISTOL"
83,14.8,200,"BS4 2HE","BS4  2","BRISTOL","CITY OF BRISTOL"
59.6,2,200,"BS4 2HG","BS4  2","BRISTOL","CITY OF BRISTOL"
116.6,70,200,"BS4 2HJ","BS4  2","BRISTOL","CITY OF BRISTOL"
62.7,7.5,200,"BS4 2HQ","BS4  2","BRISTOL","CITY OF BRISTOL"
83.4,8.1,200,"BS4 2HT","BS4  2","BRISTOL","CITY OF BRISTOL"
68.8,14.7,200,"BS4 2HU","BS4  2","BRISTOL","CITY OF BRISTOL"
81.1,8,200,"BS4 2HX","BS4  2","BRISTOL","CITY OF BRISTOL"
84.8,16.1,200,"BS4 2HY","BS4  2","BRISTOL","CITY OF BRISTOL"
79.3,17.2,200,"BS4 2HZ","BS4  2","BRISTOL","CITY OF BRISTOL"
74.5,2.3,200,"BS4 2JA","BS4  2","BRISTOL","CITY OF BRISTOL"
113.4,13.7,200,"BS4 2JB","BS4  2","BRISTOL","CITY OF BRISTOL"
69.2,2.4,100,"BS4 2JD","BS4  2","BRISTOL","CITY OF BRISTOL"
77.1,18.9,200,"BS4 2JE","BS4  2","BRISTOL","CITY OF BRISTOL"
101.4,14.2,200,"BS4 2JF","BS4  2","BRISTOL","CITY OF BRISTOL"
68.9,6.8,200,"BS4 2JG","BS4  2","BRISTOL","CITY OF BRISTOL"
90,13.8,200,"BS4 2JH","BS4  2","BRISTOL","CITY OF BRISTOL"
58.9,6,150,"BS4 2JJ","BS4  2","BRISTOL","CITY OF BRISTOL"
54.9,6,200,"BS4 2JL","BS4  2","BRISTOL","CITY OF BRISTOL"
64.1,9.1,200,"BS4 2JN","BS4  2","BRISTOL","CITY OF BRISTOL"
62.7,7.1,200,"BS4 2JP","BS4  2","BRISTOL","CITY OF BRISTOL"
99.2,12,200,"BS4 2JQ","BS4  2","BRISTOL","CITY OF BRISTOL"
80,9.3,200,"BS4 2JR","BS4  2","BRISTOL","CITY OF BRISTOL"
89.3,12.6,200,"BS4 2JS","BS4  2","BRISTOL","CITY OF BRISTOL"
86.6,9.3,200,"BS4 2JT","BS4  2","BRISTOL","CITY OF BRISTOL"
77.6,10.3,200,"BS4 2JW","BS4  2","BRISTOL","CITY OF BRISTOL"
95.6,14.3,200,"BS4 2LA","BS4  2","BRISTOL","CITY OF BRISTOL"
74.8,2.1,200,"BS4 2LB","BS4  2","BRISTOL","CITY OF BRISTOL"
48.9,0.3,100,"BS4 2LD","BS4  2","BRISTOL","CITY OF BRISTOL"
116.8,12.1,200,"BS4 2LE","BS4  2","BRISTOL","CITY OF BRISTOL"
64.3,6.3,200,"BS4 2LF","BS4  2","BRISTOL","CITY OF BRISTOL"
100.1,12.7,200,"BS4 2LG","BS4  2","BRISTOL","CITY OF BRISTOL"
73.9,10.6,200,"BS4 2LH","BS4  2","BRISTOL","CITY OF BRISTOL"
95.6,9.9,200,"BS4 2LJ","BS4  2","BRISTOL","CITY OF BRISTOL"
76.9,11.2,200,"BS4 2LL","BS4  2","BRISTOL","CITY OF BRISTOL"
77.5,5.6,200,"BS4 2LN","BS4  2","BRISTOL","CITY OF BRISTOL"
56.7,9.5,150,"BS4 2LP","BS4  2","BRISTOL","CITY OF BRISTOL"
71.3,6,200,"BS4 2LQ","BS4  2","BRISTOL","CITY OF BRISTOL"
